reviewText,encoded_topic
"Pretty panties but the fabric is a bit too thin so it lacks in good support. Waist curls down. Also, a bit on the small side.",1
"I'm full figured and have tried for years to find a comfortable and supportive bra.  I saw the Enell sports bra and read some of the reviews and even though the price made me swallow hard, I decided to try it.  I was hoping to find something that was supportive and comfortable.  I was so disappointed when I tried it on.  If you call being mashed flat, it's supportive.  Comfortable...not after you hook it up.  I loved the fabric and the way it fits across the back, but there just isn't enough room in the front.  Pass on this if you wear a DD or bigger like I do.",1
"Horrible, cheesy fabric. Can see right through it. Would probably sweat right through it, too.",1
Mask was cheap and poor quality,1
"I do not understand why these shoes got such good reviews.  I bought them for nursing school clinicals because everyone said they were so awesome.  I did not like the way they looked because they were so bulky but who cares if they feel great?  Such weird shoes.  They have such a large front part and such stiff soles I felt like a duck walking around.  The front slaps down hard because they are so bulky and stiff, and actually made my ankles sore from working so hard.  Wore them 5 or 6 times thinking maybe they would wear in a little.  Nope.  Threw them away and bought some actual nice nursing shoes that feel like I am walking on air.  Total waste of money.",1
"the rubber sole started to separate after about 2 months! I was able to glue it together but very disappointed considering the price and reputation. Also gave me blisters (although I wasn't wearing socks,but still it shouldn't)",1
Would give a 0 broke as soon. As my kid put them on now we have no wings for Halloween,1
Waaay to big!  Order at least 1 size down..,1
"I think this is fake Nike sneaker, size 12 was not even good for me that wear size 11 on a normal day. Total waste of money. I will never buy Nike sneakers online again I will rather walk to a nearby store to get one if I need to.",0
The tongue design is not great and can dig into the upper foot but the worst thing is they used the cheapest looking fake leather you have ever seen on the part under the laces. That they would do that to an otherwise perfectly fine looking shoe is sad. Its not apparent on the photos. Seriously just awful.,0
These fit great if your a juggalo,1
"2 shirts made in 2 different countries, probably knock offs, who knows. I'm 5'9"" 240 and I wear an XL shirt so naturally I ordered an XL.... WRONG, Didn't know these T shirts could double as your wives night gown, seriously it went to my knees. It fit like I imagine a XXL or XXXL would. Returning these sorry excuses for shirts first chance I get.",1
"Amazon has gone downhill lately when promising 2-day delivery, but also even next day 4-7am, or 7-11am delivery and they never can do it. We pay a substantial amount, and it has gotten much worse over the last year that it is making me question the worth of paying them any longer vs using Walmart. Today I was expecting some medical bandages that we needed for a burn, and nope, now they said we will have it to you this evening. Thanks for wasting my time and I could have left last night or this morning to get them myself.",0
" huge disappoint ! ! !thi bs conceal , know ... be awar ! ! !not good , conceal , militari , deliber mislead , fals product descriptionfirstli : not nir compliant , time armi world use nir technolog - matter life death , `` '' see ! nir - near infrar definit : near infrar ( nir ) signatur manag technolog use u.s. depart defens prevent detect nir imag converters.thes photocathod devic detect temperatur , rather infrar radiat varianc .nir-compli uniform , gear equip use special fabric allow soldier , marin airmen appear radiat level surround terrain , thu make difficult detectsecondli : 65 % polyest / 35 % cotton blend ... uniform , firefli - night-vis devic , uv devic polyest white ! ! !highli visibl ! !! polyest ir dy like 100 % cotton 50/50 % nylon/cotton cani highli believ armi , tactic use uniform ... would tantamount subvers treason , armi , also american civilianson thing ... uniform unsaf veri danger expos extrem heat flame , melt fuse skin ! ! !`` when expos extrem heat flame , cloth contain synthet materi like polyest melt fuse skin .thi essenti creat second skin lead horrif , disfigur burn , said navi capt .lynn e. well , 1st marin logist group head surgeon .`` ignor surviv factor ! be awar !! return , rob ...i paid $ 16.99 , refund receiv $ 14.44",1
This shoe is an extra wide. It doesn't state that on the order screen. Amazon compensated through a full refund but I really wanted this shoe. Not sure if they changed the order screen or not.. so be forewarned if you are getting the black Kswiss on this order screen...,1
"I'm positive these are fake! The C in the middle of the glasses just feel off. I have another exact pair that is authentic, and side by side, you can completely tell the difference!",0
Very disappointed. The bristles were so sparse that the broomstick end was completely visible.,1
Needed a size 10,1
Dont buy Oakleys they won't replace them under there warranty when the frames break. Luxottica the warranty company will tell you they are fakes when they say Oakley and Gascan right on them they have the worst customer service ever look online youll see more people with the same complaint,0
" the watch beauti !unfortun , one i receiv malfunct knob adjust time .i n't mind thing happen .but , tri return watch bothersom experi .the need pre-author numer remind buyer respons ship return may accept reason state realli irk .i troubl get seller 's websit go amazon .lastli , i request replac watch instead got refund ( notif , caus contact ) .buy watch !but jomashop .",0
"I ordered a Toddler US 5 - Thinking it would be a size 5 for a toddler. I received a Men's 5/ Woman's 7. This shoe fits me, not my toddler. Be careful with the sizing.",1
I don't like Ameribags because they are too hard to store things in and find things in. I do not like their bag.,1
I found the bra to be very supportive (I'm a 32D) but I found that it gave my breasts a very pointed look which was very strange under clothes. It also made them seem much smaller. Great support but because of the shaping I returned it.,1
 I bought good faith totally shocked quality overall usability .It 's enough said product description WAY smaller well .Do n't buy .I returned quickly .,1
"My order was in wrong size because of amazon.com had wrong size convertion chart!A-Z guarantee doesn`t help me. I`m out of country! They sad that I have to ship my order back, but as I sad I`m out of country! Who`ll pay shipment, me?! YES! They sad I have to pay shipment if I`m out of country! No help, no order anymore!",1
"I did not received either of the face hood, the shoe covering or the chest pad, What a disappointment for me and especially my son who is only six. I had to order this item again,because he really love it when he tried it on,(he ask for the rest of the parts)  I really hope that this time I get all the extra parts that should be included in this order to make it a completed Spider man suit.",0
" i realli tri review everi last bit inform product descript i purchas , i want make sure style fit i prefer .thi hat fell littl short , liter .the brim whatev reason shorter hat i purchas place .",1
 veri poorli made .the horn flat piec foam came fold bag .they stiff absolut stand like depict photo .one flop complet headpiec look like rabbit ear .i disappoint qualiti return .,1
 will bother return compani charg 20 % restock fee .will care order next time .by time i pay ship fee worth .do n't wast money .,0
"this costume is not for an adult, small or otherwise...the design crummy, fabric cheap, construction even worse...too late to return...make your own",1
Fell apart!,1
 Does work Seiko Watches .Wished fact pointed product description .,1
"I bought these shorts for my husband because we generally love Dickie's shorts and they last forever! These shorts, however, are somewhat of a let down. While they have the Dickie's look that I like and are well made, these shorts run VERY small. My husband (and son)3 already owns several pairs of this brand of shorts and pants, so I know his size (Dickie's tend to run a tad bit small) and how they fit. Armed with this information, I bought 2 pairs in his current size for this brand. But when he put them on, he couldn't even button them! They are a full 2-3 inches small! They say they're a 36 waist,  but my son who wears a 32 can almost wear them! So, if you are ordering these shorts you should upsize about 2 inches. Other than the significant size difference, they seem to be good shorts.",1
Seems cheap and fake. Knock off Nike for sure. Never again buying Nike shoes online...  Save your time and money.,0
"After years of searching for the ""perfect jeans,"" I finally discovered Lucky Brand, and have worn them exclusively for many years. In the past, I've always bought directly from the store. When ordering online, I decided to conduct an experiment (given the inconsistency in ratings): I ordered one pair from Amazon's site, and another directly from the manufacturer.  The two are absolutely identical in title: 181 Relaxed Straight, same waist & inseam, and all the logos & insignias on the product match completely.  To be honest, they look exactly the same.However, these two jeans could not be more different. The denim used in the ""official"" pair is soft, cozy, velvety, maybe even luscious. In contrast, the denim used in the pair from Amazon is rough, stiff, scratchy, and generally uncomfortable.  I wanted to discredit the latter as a cheap knock-off, but as I wrote, it unequivocally bears the seal of the Lucky Brand company.After looking closely, I was finally able to find a subtle deviation in the ""style"" code hidden underneath the tags.  The good pair is coded 7M10828, whereas the bad ones have 7M11748.  At the time of this writing, this code can be found in the product description, so please double-check before placing your order!",1
 Good product arrived promised delivery date I allowed give gift .,0
"These are advertised as levis but I believe they are fake. I compared them to my real levis and these don't have any levi trademarks like stitching, buttons and the red levi tag on the right back pocket.",0
I'm pretty sure the slippers sent to me were fake ones!!!! So annoyed that I spent almost $100 and they aren't even real. They run small too...,0
"I had to choose how the product fit to write this review. I have no idea how they fit because when I took out the socks I could smell the latex so didn't try them on. I failed to notice that latex was listed in the product description, but they are useless to me. It never occurred to me that socks would contain latex.",1
Unfortunate.  Explicitly states in product description that it's  made in USA. Will spend my money elsewhere.  Seems like a nice boot. Will see.,1
"Buyers beware...These sandals are not authentic. They are not made in the US, made in Dominican Republic, as stamped inside the sandal. They are not as described. Unfortunately they are fakes.",0
The snap area broke upon my first time using it.  Have had it in my useless junk drawer since...,1
"The stockings had a strong but hard-to-define odor when I opened the packaging. For want of a better word, I'll say ""musty"", but that doesn't truly describe it.  It was offensive, but not as bad as that word might conjure up.  The box said they were made in El Salvador.  I washed them, but they still exuded an odor, so I aired them for several days before stowing them.  When I finally decided to try them on, they still smelled strange, only now it was coming from me!  They didn't feel like the same material of my other Sheer Energy stockings that I bought long ago.  The new ones felt looser in the ankles and tighter near the top of the thighs, even though I am lean (and my older pairs feel fine).  After a few minutes of wearing the new ones, my legs started to itch all over, so I ditched them.  I don't want to wear them and would not recommend them to anyone.",1
This is a thin piece of plastic that should be sold at the dollar store not for nearly $10... DO NOT BUY!!!!,1
"Was very poor quality, not stretchy and not even shaped the figure. Plus I got holes after two hours wearing them . it happened with both pantyhoses and I am afraid to open three others  Expecting the same quality.",1
"Shoes look nice but are really pieces of crap. Laces broke in the first week, fake leather started ripping within a month. Save your money",0
" be cautiou order especi size 30 waist product descript doesnt mention anyth size pant one would assum , say assum , suit would come standard 32x 34 pant size order 40r suit , get alter size .these came size 34 x 36 !yikes. ! !then ........ compani pay return ship fee 3 suit !! .... which hope cover ....... the compani indic pant size product descript .... but would never buy guy .. buy suit seper .",1
"Pantyhose had a strong musty Oder, even after washing.  Not sure they are wearable.",1
" I heeded warning others .I didnt .So , I find writing review warn unsuspecting future buyer product .So - These beautiful hold ; however , functionally inadequate .I purchased 13E-15E sized tree give present .When arrived , I tested available 12E sized shoe .To surprise , size small .Since , I purchased two pair I thought might simply opened bad set .So , I tried second set result .These beautiful tree ; , problem manufacturing .Perhaps shoe tree people small foot nothing course .Never-the-less , product description misleading .The product removed site issue sizing corrected .",1
"While this watch is very nice looking and I love the design, it doesn't work so well. The small hand in mine doesn't keep up and always looks an hour behind.  I had it repaired once after only owning it for 9 months.  EVEN UNDER WARRANTY, Skagen charged me $13 to repair it plus shipping cost.  After less than a year, it's broken again and I went to the website and they want $34 to repair a watch.  Plus I have to pay to ship it to them.  The watch costs less than $100 so at this point, I'll just toss the thing.  Too bad they concentrate mnore on design than function.",1
 these disappoint .i want i look sever differ websit i guess get pay .these sold public .the one star time deliveri .,0
These jeans are a fake pair of Levi's.. Don't waste your money,0
These look well made and are truly slip resistant. For me they are terribly uncomfortable to wear for the whole work day. I think they will be ok just to wear for short times and hopefully they will get broken in,1
" the pearl much larger real life i expect .i suppos i 'd smart enough look product descript i would known !the pictur mislead , pearl marbl size .they beauti good qualiti , much larg look fake .",1
Tight,1
"Didn't even get the right color that I ordered, and they fake timberland",0
Didn't fit right,1
Good looking but the leather is very poor quality. No waste your money in this brand.,1
"Average quality. Runs too big. So big that an insole or stuffing cotton wool will not help you (not that there's mouch place to put one). Heel is very very high as well. I wear high heels and read the product description, but this still goes way above it. So get a size or two lower (if you're ok with the average quality and extremely high heels).On the good side, the packaging was very lovely.",1
Poor fit,1
"So disappointed in this product. Pay attention to how the product is listed. ""Vintage"" only means old, broken, and not even worth 50% of the original price, much less close to the price of what a brand new wallet would cost. I obviously misread the product description, but I did think ""vintage"" meant something very different (like the style of the leather).  This wallet has definitely been very used. The hardware was scratched and one of the clasps was broken. I will be returning it and visiting a retail store tomorrow, where quality is guaranteed...and just for a few more dollars than what I paid ($96) for this used and abuse piece o' crap-ola.",1
" Be cautious ordering especially size 30 waist product description doesnt mention anything size pant one would assume , say assuming , suit would come standard 32x 34 pant size ordering 40R suit , get altered size .THESE CAME SIZE 34 x 36 !Yikes. ! !THEN ........ company pay return shipping fee 3 suit !! .... Which hope cover ....... The company indicate pant size product description .... But would never buy guy .. buy suit seperates .",1
" BEWARE - ONE stray cuticle , ONE unwieldy fingerprint , ONE fingernail microscopically jagged , instantly get run first put .Right package tiny snag I pulled touched little run hole formed .By time I got work I take put backwards least run would back leg .Just I set cell phone leg I picked : 5 new hole .In garbage go !",0
The show felt two sizes too large. I ordered a size 6 and I wear a size seven. I will be returning the shoe.,1
I was so excited to receive these but find that the size chart on the product description was not clear.  These run MUCH smaller than the website stated.  Adding correct information should not be an issue for the company.  I have a friend who is going to take these so I don't have to hassle the return but it is disappointing since I need the compression tights.,1
"These are not the K-Swiss's I'm used to. The classics that I love have always been soooooo soft and comfortable. I just can't find them in stores anymore. I've always worn them in this size and these feel NOTHING like the classics I love. These have like no padding. I'm young and i can handle it, but not at all what I was expecting. I also fit into a boys size and these feel like the boys classics. Same look, but different amount of cushioning and slightly wide. These shoes are also stiffer than the K-Swiss's I'm used to. I would not recommend to anyone.",1
"Well, I knew it would happen sooner or later -- buying watches online is always a bit of a risk, and thus far I've been very pleased, but this Citizen misses the mark, and does so, by a long shot.I got it, because of the Eco Drive.  With more than a few watches now, I tire of changing batteries, and, while I've gotten into automatics, of late, it means adding a winder to the purchase cost, and finding a place to put said winder.  Eco Drive is the best of all worlds -- never runs out of gas, and just light keeps it happy, and will survive the Zombie Apocalypse!Let me first say I purchased this watch elsewhere, for just under $200, and frankly, now that I have received it, it's really only worth maybe half of that price.  It just does not have the fit, finish, or feel of other Citizen watches, let alone options that could be had for the $300+ for which it is listed here.  For that price, you could be into a true Swiss watch, such as a Victorinox, even a Tissot or Wenger, or frankly an Invicta would even be a better option for those seeking a good watch despite lack of brand bragging rights (for those to whom such even matters).The complaints:Bezel.  As many others have noted, the bezel is loose, so much so that it rattles when you touch the watch.  Based on this being a common theme in reviews here, it appears it was made this way, for whatever reason, but it feels like it's going to fall off.  I'm sure it won't, but the floppy clicks around the dial just feel lousy, not to mention it doesn't line up exactly at the 12 o'clock position.  So, the bezel is a minus.The shiny strap.  A big minus.  It is too small, too stiff, and smells like paint -- no doubt because of the fake croco design that seems painted on the surface.  Oh, and the spacing of the notches are such that it's a choice between a bit too loose or a bit too tight, neither of which makes for happy wearing.  They should have gone with a supple true leather, without the embarrassing effort at fake croc.It doesn't help that the words ""Band China"" are emblazoned on the inside of the strap either.  I mean, it already feels like cheap junk from a sweat shop, and advertising it just makes it all feel worse somehow...and diminishes the sense of having bought a Citizen watch from the famed Citizen company of Japan.  I know everyone sources parts from China, but most brands don't go around advertising it -- especially not in big letters right on the watch somewhere.Plus the pins are clanky, and it feels like the strap may pop off the case if the wrong direction of pressure is exerted.The impossible functions.  Just ridiculous!  I have never encountered a complication where, to engage anything, you have to pull out the crown.  Stuffed, as it is, between two crown guards, you can't even get to the crown decently without taking the watch off, fighting the Strap From Hell to do so.  Trying to engage it, on your wrist, is very frustrating.  So, you don't have an easy access chronograph -- because you can't just hit the top pusher, like almost any other chrono, you instead have to pull out the crown, not fully mind you (and the loose crown makes a precise click outward rather difficult) then rotate the crown to the ""CHR"" marker on the little dial down by six o'clock.  WHY?!?!?!Added to that issue, is that the bottom pusher doesn't reset the chronograph. So, you can't do an elapsed time stop, with the timer still running, to perform any kind of ""split time"" event.  Thus, NOT even a true chronograph!  Oh, and the tenths of a second dial doesn't report in, when you stop the counter with the top pusher -- nope, have to use the bottom pusher, hold it in, and then it will tell you what the tenths of seconds dial indicates.  Then, hold the top pusher to reset.  I've never encountered such a primitive version of a chrono.Obviously, the ""oh wait, let me get my watch ready first"" feature makes any effort to quickly time an event to be a complete joke, as you have to first ""prep"" the watch to even get it into chronograph mode and, minus a split time ability, it seems Citizen could have just left it off of the watch completely, or advertised that it is not a true timer for what is most often standard on any watch with a chronograph function.Functions.  The functions themselves are WAY TOO complicated.  Besides the chrono, anything else also has to be accessed by pulling out the crown.  Reminds me of an old computer where it took ten steps to do what now is a single mouse click effort.  So, the alarm and second time zone both also require you to access the ""menu"" dial of the watch, which for some reason repeats everything on the right, and the left side of the ""menu"" dial.  Pointless, and makes you think the left side does something different than the right, which seems not to be the case.  It's just the same functions, repeated.It's like they got to that stage and thought, oh, shoot, what do we do with this extra dial space, since it only does four things??  I know, we'll repeat those things so it looks like the watch does more than it does!And, just the hassle of going into the ""menu"" and trying to remember what sequence of buttons does what makes the whole thing just irritating.  It can be figured out, and there are downloadable instructions plus some videos out there, but, it just seems entirely unnecessary to have made this so overly complex and the fact that none of it is easily navigated while actually wearing the watch is very poorly planned.Lume.  A joke!  Are you kidding me Citizen??  My Citizen AT World Chronograph lights up like the moon at night, but the lume they used here is just pathetic!  Barely glows after directly charging it, and fades within minutes.  Terrible.Alarm noise is USELESS.  So, even if you want to spend twenty minutes setting the alarm, you won't hear it, because the beep is so quiet it wouldn't wake even a fussy newborn if you had it nestled right next to her ear, let alone a slumbering adult, with the watch over on a nightstand.  Why bother adding an alarm, if you're going to install a whisper quiet chime???So, basically this is a fail in every capacity.  One might be happy that it at least tells the time, but, thus far, it seems not to hold a charge as well as my other Citizen Eco Drive, meaning it likes to default to ""power save"" mode, even if under a long shirt sleeve, so even merely as a watch it struggles to score points.Is there ANYTHING to like?  Well, not really.  I mean, it looks nice, in the box, but it fits awkwardly, and as soon as you attempt to use any of what it supposedly offers, the little bit of good looks fails to hold frustrations at bay.If you DO like the style of it, consider this option:Wenger Men's Squadron Chrono Watch with Leather BraceletI will note that it is $100 LESS than this dud, and, along with those savings, it brings you:Swiss Made Quartz movement (true Swiss, so it come with the heritage and prestige of such), Sapphire crystal, soft leather strap, brilliantly epic lume, incredible bezel, real chrono with split time and just oozes quality in all aspects.  I own it (see my review for details) and I LOVE IT.It only has 100m water resistance (still more than sufficient for most -- that's 330 feet, plenty for most recreational needs), as opposed to this one here with 200m, but with the useless lume on this watch, you wouldn't be able to see it under ten feet of water, let alone six hundred.  The Wenger doesn't have an alarm, but this one is worthless anyway, and, although the Wenger also doesn't have a second time zone, there are far better GMT watches that can be had for less than what is being charged for this model -- plus, again, it takes going into the ""menu"" to even access the other time zone here, so, again, it just doesn't do what it says it does., or doesn't do it well, certainly.If it's the Eco Drive you wanted, plus the full feature set that is supposed to be found here, I'd say definitely keep looking.  I note that this same internal engine set up is even on much higher priced Citizen models, so it seems you have to look carefully, model by model, to avoid this same mess.  If you are dedicated to solar power, Seiko has some decent options, although, as with Citizen, it seems this is one of the few options in a leather strap, but, then too, this strap is awful...So, in summary, if you like what this watch pretends to offer, you won't find it here and, although it may take some searching to find a leather strap, solar powered watch with a bezel, a second time zone, alarm and chronograph, keep in mind that you really are NOT finding it in this watch, so, even if you have to lose one of those features, it's worth it, to get a watch that actually does what it claims.This doesn't put me off Citizen -- the World Time AT Chrono I have is, rightfully so, a watch with worldwide recognition, and I love it, beyond a doubt, one of my best, but this is a BIG MISS by this company, and hopefully these wrongs will be righted in future models, because I do like what they are trying to achieve with this one, but they just haven't done it.SUMMARY:No star for function -- has a myriad of functionality issuesNo star for fitment -- poor strap, poor bezel, poor lume, feels like a ten dollar watchNo star for value -- very much overpriced for what it fails to provideNo star for recommendation -- would not recommend it, would not buy it againOne star because I have to have one star for review, and because this does come from a good brand, so I have hope this debacle will be sorted out in future renditionsI hope this has been helpful.  Thanks for reading!",0
"I am a 38D in all bras, Victoria Secret, Playtex, Beyond Bare, but this one is way tooooooo tight.  The cups are also a little too small, and yes, as another reviewer mentioned, I also feel like I looked like torpedo chest too.  I would not recommend. I love Playtex bras but they made a mistake with this one.",1
This is a fake timberland shoes!!!,0
"I have a small head for the average man (Im 5'-7"" and 155 pounds). This was labeled as an adult hat so I purchased it for Halloween. It doesn't even come close to fitting on my head! Also, it is incredibly hard and rigid so there was no way for me to coax it to conform to my head. I urge to to read the reviews (which I didn't), note the internal measurements, and measure your head first before purchasing. One person answered the question about size as '7-1/4"" across 8-1/4"" front to back with an inside depth of 6-1/4"" '. I would urge the manufacturer to put these measurements in the product description.",1
"They are absolutely counterfeit. They didn't come in a box, only a plastic bag, which is a dead giveaway. I compared them to a pair of  real  ones that I purchased from Nordstroms, and the inside seal is missing, and the outside seal is different . They fit ok and I like the color. Its too much trouble to send them back so Ill be keeping them , but wouldnt buy again . Beware !",0
"I bought this for my kids birthday a Mickey and Minnie mouse themed birthday party. Too bad that I could only see the front part of this costume. The back part of this really looks like a magician. One guest even commented that he thought my son was playing 'magician"" It just failed to give the Mickey Mouse appearance.  Also disappointed with the sequins that overall validates the ""magician"" look. It was also oddly wide on hip area.",1
 Very poorly made .The horn flat piece foam came folded bag .They stiff absolutely stand like depicted photo .One flopped completely headpiece look like rabbit ear .I disappointed quality returned .,1
"These are FAKE Jack Rogers! I am so disappointed with Amazon, when I purchased these I just put them in my closet to wait till spring to wear them. Then I pulled them out today to start breaking them in and I noticed it says ""Made In Dominican Republic"" jacks are Always made in the USA. After comparing them to my authentic jacks (the platinum one in the picture) I noticed several  inconsistencies with thes shoes. The circles are further apart on the leather (not genuine on these fakes from Amazon) and on the sole, the shape of the show is slightly different, and the stitching is different lengths and there is a different material used for the sole stitching. I have passed the one month return policy for Amazon so I can no longer return the show. So dissapointed, I will not be purchasing shoes from Amazon ever again and now I will always read the reviews before I purchase from Amazon since they have now lost my trust. (The white shoes are the Amazon fakes and the platinum is genuine from jacks website)",0
"this is the second time I order this Converse and NO LUCK at all!! My son is 10.5 shoe size and this Converse runs TOO LARGE. The first one I  give it as a gift to a nephew, but this time, I will have to return it.",1
I bougth converse size 7.5 and i got 8.5 and the shoes were dirty,1
 veri disappoint match product descript .bought descript said 81 % cotton .label back say 41 % .,1
"The scarf is Purple and a dull yellow, not Maroon and Gold. The Scarf is 100% Acrylic, not 100% Wool. The labels and packaging are written in Chinese, not professionally printed. When I wear the scarf, it irritates my skin and it smells like toxic chemicals. My sister has a genuine 100% Wool Harry Potter Scarf and this scarf does not look 100% like it.Cons: Not Genuine Harry Potter Merchandise.Pros: Awesome price and it serves great as a fake Costume Item.",0
"As you can see the logo isn't even the same, and I looked at the same pair on ray ban.com and the pink color is a lot more tinted. Definitely fake.",0
I have several other pairs of Merrell shoes.  This style was not true to the size of the other Merrells I have had.  They were too big and I had to return them.,1
"It was beautiful, but if your midsection is also large then forget it. I'm a 42E so the size to fit the top should allow for the rest of your body, right? Nope. Had to return.",1
 product arriv damag .closur fray larg run .velcro secur fell i took costum bag .,0
 I never got bag month .,0
 This `` one-daydelivery item '' took 4 days-plus late gift intended .,0
"This purchase is a huge disappointment as these are single wear pantyhose, if that.  They snagged AS I was putting them on, delicately putting them on, I might add.  At the end of day one, they have too many snags to count, several holes and the waistband came apart at one section.  I bought two pairs and now need to try to return them.  Terrible quality.",1
 the 7-12 wide shoe tight .i wait long return .all box sticker identifi wide shoe .it fit regular 7 1/2 .,0
After I purchase these sunglasses I questioned if they were real then when I went to the Ray-Ban store itself and purchase a real pair of Ray-Bans these here were most definitely fake,0
" The watch great , 's case sentence .Read on.I order watch paid .Good .I n't get watch .Called Amazon , nope , UPS would deliver PO Box .Well , I went UPS , sent delivery back Amazon .Amazon sent , main USPS facility , different place , 's PO box located , I used physical address main facility , specified box number .To avail .UPS deliver , never got , ( USPS ) sent back main UPS facility MIA ( Miami International Airport ) , 2 block away , term Amazon/UPS delivery policy , 's like world away .So I call Amazon back , talk another representative India , friendly guy , tell 's sorry ... know , usual stuff , offer credit account I insist I want watch , needed focus delivery thing put b aside.I 'm happy , know , , twice , third time , looking good .",0
 n't work without batteri pack miss item .wait hear back seller .i updat i actual abl use .,0
"It is too large and bulky in my purse.  Would like to return it.  If I cannot return it, I will hate it even more.",1
I sent them back and have not recirced a small size.,1
"I bought this product thinking it was a reasonable good price for the product. However, when I received it I was completely disappointed: the product was a fake! The material is a coarse wool, the buttons have names that do not match Tommy name... do not waste your money, if I had the chance to see it before I would not pay more than 5 dollars for those pants!!!",0
"I really liked these boots when I first got them but was let down after a month of wear. The wood on the bottom is only a thin layer, like a thin sticker with rubber underneath. My problem was that this wood started to crack, peel, and chip away within a month of ownership. The sides literally have chunks missing and you can see the black rubber underneath- it looks very cheap and tarnishes an otherwise perfect product. On the right foot, the back wood sticker is literally splintering and peeling away in the middle and peeling upwards from the bottom. This is the spot I plant my foot into the carpet in my car and pivot left/right to switch between gas pedal and break. I checked the carpet and it's clean with no rocks in it. I feel like I'm walking on eggshells to avoid further damage to the wood stickers and trying to figure out if there is a way to replace them. I should mention that I haven't worn these in any snowy weather or strangely wet conditions; I've worn them in gentle rain two or three times, don't do any considerable walking outdoors, and don't go anywhere that requires me to trod through puddles. I really don't know why this is happening but it's occurring to both heels.Other than that one problem I do like the boots. The leather seems to be great quality after a month. It's durable and prevents scratching. I still don't have a scratch on them. They look amazing when you first get them before the fake wood heel self-destructs. It's just annoying to pay for something in this price bracket and have it let you down so quickly. I would never buy another pair of these with the fake wood heel again, only solid block in the future.",0
The waist was way tighter than the dickies jean of the same size and the leg was so big my wife said I looked like a clown.,1
"Way too small. The size 3X(10) in cotton fabric is a perfect fit, but this style in nylon barely goes on. Sending it back.",1
Cups are pointed and the strap material is some what hard.,1
took for ever to make it fit!!! I guess is better than paying $50. 00 for a rubber band.. .....................,1
" the sunglass bright condit ( beach , etc . )shield eye .they good tri anyth ( drive , sport , etc . ) .you see much .would nice product descript state dark .",1
" Bass penny loafer I always wore kid , I remember .I really want replace `` fake '' penny loafer hoping original would , n't work .They 're nice , BUT - burgundy patent leather ... I hoping , mentioned product description !Not , photo DOES NOT look like patent leather ... misleading .Secondly , 're narrow .My foot n't wide slightest , I quite pair narrower shoe , VERY narrow , 're marked 7 M. Sending back continuing penny loafer search ... sad .",1
Runs small!  Barley fit my 2 1/2 year old who's about 30 pounds 32 inches,1
poor quality...,1
"The first time I washed them, the lap material has pilled. I'm handycapped so I'm in a sitting position all the time. I, unfortunately, hold things on my lap, while I wheel myself. That's the reason I thought Dickies would be a good fit. Did  I do anything wrong. Are these pants warrantied?",1
I think these are fakes.  I had the same pair before and the quality does not even come close to the same.  I got ripped off or Sanuk is making crappy stuff now.  Not worth it.,0
"These are 1/2 to 1 size too big. The ankle digs in, so if you ever have a problem with ankles rubbing on shoes, these probably will. After adding insoles and thick socks, my heels still slip out even though the rest of the shoe is snug. I have had several pairs of Merrels and love them...these are not one. I am returning these.",1
" HUGE DISAPPOINTMENT ! !! WATCH OUT BE AWARE ! ! !This BS concealment , know ... NOT good concealment , military , deliberately misleading , false product description firstly : NOT NIR Compliant , time army world using NIR technology - matter life death , `` '' SEEING ! NIR - Near Infrared definition : Near Infrared ( NIR ) Signature Management Technology used U.S. Department Defense prevent detection NIR Image Converters.These photocathode device detect temperature , rather infrared radiation variance .NIR-compliant uniform , gear equipment use special fabric allows soldier , marine airman appear radiation level surrounding terrain , thus making difficult detectsecondly : 65 % Polyester / 35 % Cotton blend ... uniform , firefly - night-vision UV device POLYESTER WHITE HIGHLY VISIBLE ! ! !- Because Polyester IR dyed like 100 % cotton 50/50 % Nylon/Cotton canI highly believe army , tactical us uniform ... would tantamount subversion treason , army , also American civiliansthis uniform VERY DANGEROUS exposed extreme heat flame - MELT FUSE skin ! ! !`` When exposed extreme heat flame , clothing containing synthetic material like polyester melt fuse skin .This essentially creates second skin lead horrific , disfiguring burn , said Navy Capt .Lynn E. Welling , 1st Marine Logistics Group head surgeon .`` Ignorance survival factor !And greed business ... WATCH OUT BE AWARE !! I paid $ 59.99 free shipping , I returned ( I paid return shipping ) , received refund $ 50.99 - 15 % restocking fee",1
The pants fit but were defective. The latch to close the pants did not have the other side. The photo attached explains it better than my words.,1
 in pictur go knee one send littl ankl ! !! i paid like $ 23.00 pair $ 16.00 pair cleaner get 8 inch taken andrep repair ! !!,1
The shoes arrived with dirt marks on one side and the tongue. :(,0
Broken and missing items.,0
"The pic that I ordered showed a knee length half slip.  Instead I received 3 long half slips from Her Room.  I cannot use the long half slips and I sent them back.Also, I had bought them with a gift certificate from my granddaughter and couldn't find where to apply that, so the cost was put on my visa.Thanks.Jeanne Allen",1
"the overall quality of the shoe does not match the price of the shoe in that the wrap around side of the sole has come away from the toe of the shoe in less than 1-weeks time. I have long thought of K-Swiss products as high quality, but this pair of shoes does not meet that standard.",1
" My order never arrived time , I tryed contact UPS n't answer calls.Amazon doesnt allow file claim type order , ready lose time money .",0
My guess is that this product must be a fake. This belt completely came apart after only a few uses. I can't believe Levi would make a product of such low quality. If it is real - shame on Levi.,0
